"Gene.name"	"SRR6068402"	"SRR6068403"	"SRR6068404"	"SRR6068405"	"SRR6068406"	"SRR6068407"	"SRR6068408"	"SRR6068409"
"0610009B22Rik"	16.573768	20.063939	4.747696	2.91567	20.6182	20.3638	26.7948	31.222913
"0610010F05Rik"	5.504787	4.19447	3.811662	2.5509899	6.363779	5.573225	14.298647	17.129833
"0610010K14Rik"	11.8127953332	11.937437	5.5274100233736	1.744879	11.623674	9.33641	23.901871	25.115124
"0610012G03Rik"	42.8492	42.1179	11.7726	3.98245	34.5762	34.3428	17.6479	21.7864
"0610030E20Rik"	1.325072	1.482398	0.910926	0.999188	1.618444	2.38484	2.47826	2.68474
"0610040J01Rik"	1.601957	2.324252	1.309326	1.045191	1.3250728	1.918302	1.854479	2.260802
"1110002E22Rik"	9.49831	8.1954	21.7425	11.5871	6.68699	7.71506	6.51685	6.64014
"1110004F10Rik"	19.616562	24.236139	22.564537	9.721596	21.982721	20.2516058	46.986406	59.003242
"1110008P14Rik"	26.476082	23.316604	15.045895	7.039628	17.358727	21.447698	16.621315	24.51143
"1110012L19Rik"	7.58718	8.72826	2.73421	1.8641	8.82171	7.00066	19.8784	21.4167
"1110017D15Rik"	0	0	0.302714	0.309523	0	0.134672	0.117766	0.518448
"1110025L11Rik"	0	0.119969	0	0.574589	0	0	0	0
"1110032A03Rik"	6.222626	6.4500454	3.258837	2.518703	9.425866	6.66704	10.7511	11.60902
"1110032F04Rik"	0.0202701	0.108656	0.142493	0.120273	0.161988	0.0441852	0.604281	0.266199
"1110038F14Rik"	4.885753	5.662644	3.567098	0.922507	5.003522	3.941767	6.900657	9.910048
"1110051M20Rik"	4.147264	4.464527	1.839638	0.885216	3.534135	4.966979	3.936027	5.291752
"1110057P08Rik"	0	0	0	0.134886	0	0	0	0
"1110059E24Rik"	4.598024	3.794813	2.401108	2.576475	5.60798	4.564361	23.550029	24.945314
"1110059G10Rik"	4.413292	5.42098	4.021659	1.322065	7.38529	4.49719	14.73905	15.67752
"1110065P20Rik"	10.883135	10.395624	5.059394	1.412475	8.576572	8.052922	14.595461	20.638372
"1190005I06Rik"	2.273432	2.20839	0.392608	0.66312	1.63529	1.84542	0.826206	0
"1190007I07Rik"	18.426129	18.169615	4.468438	1.982862	18.709313	16.6758	8.218469	8.524127
"1300017J02Rik"	0.817728	0.4647498	0.56202	0.330265	0.0856021	0.7530028	0	0.2518274
"1500009C09Rik"	0	0.0383644	0	0.330116	0.0357691	0.117042	0.197271	0.11779
"1500009L16Rik"	2.25573	2.206568	3.58697	1.725631	1.36829	2.65371	4.055476	3.53716
"1500011B03Rik"	1.10234	0.741937	0.939055755	0.35366	1.408416	0.68089	4.79765	4.0872
"1520401A03Rik"	0	0.0420416	0.0304967	0.1090489	0	0	0.00626	0
"1600002K03Rik"	4.7999	3.60592	1.32322	1.35637	4.11801	3.36514	16.0862	19.6623
"1600012H06Rik"	4.46043	4.1343902	3.463166	2.33538	7.30669	5.64347	18.80941	25.05246
"1600014C10Rik"	15.128152	15.877977	10.79041906161	5.2448161	12.2130299	14.432621	15.366983	20.623864
"1600014C23Rik"	0	0.431547	0.204446	0.230214	0.0673277	0.146601	0.219968	0.224529
"1700001C02Rik"	0	0.1037	0.195789	0.1550646	0	0	0	0
"1700001C19Rik"	0.134049	0.22802834	0.239062	0.3198884	0.284284	0.1629412	0.295104	0.380624
"1700001F09Rik"	0	0	0	0.145744	0	0	0	0
"1700001J03Rik"	0.233538	0	0	0.121977	0.0774887	0.168911	0.11251	0.21
"1700001K19Rik"	0.8562855	0.459412	1.075109	0.909942	0.673778	1.20194	0.471347	0.949775
"1700001L19Rik"	0	0	0	0.2001987	0	0.0960605	0	0
"1700001O22Rik"	0	0	0.0650521	0.0928099	0.0323299	0.0575565	0.124219	0
"1700001P01Rik"	0	0	0.105422	0.356016	0	0.113653	0.342176	0.462077
"1700003E16Rik"	0.307816	0.529988	0	0.2842366	0.204926	0.391238	0.0290483	0.2295047
"1700003F12Rik"	0.0896465	0	0	0.151995	0.0891711	0	0.293032	0.458856
"1700003H04Rik"	0	0	0	2.420851	0	0	0	0
"1700006A11Rik"	0	0.0787226	0.049182	0.155244	0	0	0	0
"1700007K13Rik"	0	0	0.170749	0.288479	0	0.183124	0	0.18784
"1700008O03Rik"	0	0.2200895	0	0.125431	0	0	0	0.0712129
"1700008P02Rik"	0	0.083508	0	0.132826	0	0	0	0
"1700009N14Rik"	0	0.0476571	0	0.151097	0	0	0.244857	0.0976877
"1700010B08Rik"	0.264417	0.28219	0.398305	0.448332	0.263415	0.358919	0.144699	0.0725614
"1700010I14Rik"	0.0344644	0.0368028	0.122278	0.209855	0.03038318	0.0662863	0.268295600581465	0.728665
"1700011L22Rik"	0	0.0649033	0.244162	0.206119	0	0	0.0665935	0.0666975
"1700011M02Rik"	0	0	0	0.394779	0	0	0	0
"1700012A03Rik"	0	0.0687987	0	0.273215	0	0	0	0
"1700012B07Rik"	0	0	0	0.486993	0	0	0.125071	0.127006
"1700012B09Rik"	0	0.104938	0.185475	0	0	0	0.502831	0
"1700012P22Rik"	0	0	0	0	0.059834	0	0	0
"1700013F07Rik"	0	0.103497	0	0.18629	0	0	0.211697	0
"1700013G24Rik"	0	0	0	0.326716	0	0	0	0
"1700013H16Rik"	0	0	0	0.0389776	0	0	0	0
"1700014D04Rik"	0	0.0513691	0.154393	0.333788	0.015952	0.2500666	0.0176419	0.0174669
"1700015F17Rik"	0	0	0	0.760386	0	0	0	0
"1700015G11Rik"	0.233003	0	0.468175	0.345926	0.402195	0	0	0
"1700016C15Rik"	0	0.08554	0.0806051	0.408255	0	0.0870625	0.0876111	0.264531
"1700016D06Rik"	0.311534	0.618672	1.12368	2.44764	0.174848	0.945276	1.268839	1.2025
"1700016H13Rik"	0	4.07089e-05	0.0769556	0.049703523	0	0	0	0
"1700016K19Rik"	0	0.0685304	0	0.326571	0	0	0	0
"1700017B05Rik"	2.373508	1.42564	4.403271	1.827486	2.527045	3.592124	11.27945	13.38905
"1700017N19Rik"	0	0.0588026	0.0192582	0.474094	0	0	0	0
"1700018B08Rik"	0.0937561	0	0.188309	0.2486876	0	0.101587	0.102076	0
"1700018F24Rik"	0	0	0.051056	0.172115	0	0.0552721	0.00107279	0
"1700018G05Rik"	0	0	0	0.181196	0	0	0	0
"1700019A02Rik"	0	0.106636	0	0.0850033	0.171489	0.467194	0.0939661	0
"1700019D03Rik"	0.6312656	1.083898	0.311214	0.330933	1.41844006	1.252845	0.552538	0.694612
"1700019N19Rik"	0	0	0.121181	0.2030016	0	0	0	0
"1700020A23Rik"	0	0.135369	0.38448	0.299611	0	0.290444	0.0962944	0
"1700020D05Rik"	0.510982	0.363889	0.171064	0.192526	0.0565922	0.4936	0.311253	0.124567
"1700020L24Rik"	0.384925	0.161645	0.489248	0.125382	0.47832	0.395086	0.898583	1.198494
"1700020N01Rik"	0	0.115834	0	0.22976	0	0	0	0.0594536
"1700020N15Rik"	0	0	0	0	0	0	0	0
"1700021F05Rik"	42.9013	48.8704	14.8043	11.6968	42.4636	42.0375	22.6023	24.923
"1700021F07Rik"	0	0	0.100694	0.0850033	0	0	0	0
"1700022I11Rik"	0.0687359	0.0147476	0.130476861	0.2342527	0.0426097	0.0500957	0.2798053	0.1609732
"1700024B05Rik"	0	0.302296	0.2035987	1.29563000050044	0	0.03771931	0	0
"1700024G13Rik"	0	0	0	0.420013	0	0	0	0
"1700024P04Rik"	0	0	0	0.128234	0	0.163078	0	0
"1700025B11Rik"	0	0	0	0.325535	0	0	0	0
"1700025C18Rik"	0	0	0.180715	0.533932	0.0894962	0.09752	0.294088	0.0989068
"1700025G04Rik"	2.95255	2.91748	3.06783	1.12359	2.92708	3.22959	3.32839	3.69292
"1700028J19Rik"	0.340348	0.2314136	0	0.2022958	0.179911	0.2405015	0.693184	0.320912
"1700028P14Rik"	0	0	0	0.173741	0	0	0	0
"1700029F12Rik"	0.454705	0	0	1.32412	0	0	0	0
"1700029H14Rik"	0	0	0.139352	0.32542	0	0	0	0
"1700029I15Rik"	0.566306	0	0.379479	0	0.186757	0	0	0.501655
"1700029J07Rik"	0.3732564	0.443689	0.2499053	0.316412	0.5378942	1.142062	0.547265	0.499956
"1700029P11Rik"	0.0565795	0	0.0568242	0	0	0	0.0620376	0
"1700030J22Rik"	0.104453	0.1188997	0.0743773	0.191832	0.07390747	0.132849	0.1222637	0.527407
"1700030K09Rik"	1.68569	1.64639	0.872155	0.39291	1.87876	1.8083	2.09411	2.28078
"1700031F05Rik"	0	0.130795	0	0.403779	0	0	0	0
"1700034E13Rik"	0	0	0	0	0	0.186958	0	0
"1700034I23Rik"	0.515142	0.388584	0.492974	0.493614	0.568494	1.099984	0.51911	0.451824
"1700034J05Rik"	0.275512	0.369325	0.949685	0.81205	0.2837733	0.979086	1.172059	1.474994
"1700037C18Rik"	1.114376	3.099845	1.114637	1.383026	1.620741	1.472099	1.523591	2.500167
"1700037H04Rik"	1.97616345	3.519196	1.488097	1.378149	2.74414	2.49263	6.361795	8.805229
"1700040F15Rik"	0	0	0	0	0	0	0	0
"1700042G07Rik"	0	0	0	0	0	0	0	0
"1700049E17Rik1"	0	0.250121	0	0.00980821	0	0	0	0
"1700049E17Rik2"	0	0	0	0.122057	0	0	0	0
"1700056E22Rik"	0.0207413	0.106887	0	0.0352236	0.362094	0.592116	0	0.132899
"1700057G04Rik"	0	0.213565	0	0	0	0	0	0
"1700064H15Rik"	1.85497	0.651115	4.14163	1.92624	2.03579	1.99387	34.5333	44.5584
"1700066B19Rik"	0.250909	0.12538	0.225725	0.5413	0.13461	0.587788	0.293744	0.40921
"1700066M21Rik"	0.800826	1.29971	0.483441	0.525265	1.71125	0.884098	5.73973	6.64922
"1700067P10Rik"	0	0	0.0537858	0.134669	0	0	0	0
"1700069L16Rik"	0	0	0	0.227162	0	0	0	0
"1700074P13Rik"	0	0.0827219	0.0355781	0.4672	0	0	0	0
"1700080O16Rik"	0	0.048804	0	0.2074348	0	0	0	0
"1700084M14Rik"	0	0	0	0.387734	0	0	0	0
"1700086D15Rik"	0.472203	0.280347	0.7904	0.444781	0.1046214	0.399259	0.1151472	0.0575404
"1700088E04Rik"	0.244423	1.0982	0.0421652	1.309715	1.092638	0.776173	0.203386	1.005566
"1700092M07Rik"	0	0	0	0.511824	0	0	0.395126	0.0779952
"1700093K21Rik"	0	0.159682	0.150389	1.325071	0	0.0812538	0.286861	0.1438697
"1700094D03Rik"	0.699448	0.598334	0.799979	0.623874	0.593929	1.70491	1.27704	1.38472
"1700102P08Rik"	0.571637	0.520548	0.589709	0.365047	0.6123479	1.378113	0.85176	0.914512
"1700109H08Rik"	0	0	2.02696	0.982399	0.901913	1.26446	0.927455	1.068
"1700113H08Rik"	0.0835104	0.244711	0.0602939	0.106188	0.0833148	0.136294	0	0
"1700122O11Rik"	0	0	0	0.20313	0	0	0	0
"1700123K08Rik"	0	0.209164	0	0.168282	0	0	0	0
"1700123L14Rik"	0.0308605	0.0991505	0.0629464	0.264486	0	0	0.0344064	0.0675935
"1700123O20Rik"	5.747979	5.47926	7.13428	3.10591106001	8.08475	5.767467	33.01838	32.758936
"1700125H20Rik"	0	0	0.185824	0.470598	0	0.100257	0	0
"1700129C05Rik"	0.286542	0.982614	0.575998	2.054847	0.5627	0.614847	0	0
"1810009A15Rik"	10.5918	10.8739	6.74051	5.67611	12.7029	10.8411	68.3955	76.2442
"1810009J06Rik"	0	0.0721895	0.0679396	0	0	0	0	0
"1810010H24Rik"	0.4161769	0.500368	0.391383	0.2200512	0.841287	0.62211	0.336592	0.228204
"1810013L24Rik"	27.5338	33.2751	29.7518	10.51671	28.9331	40.0594	24.5503	29.4163
"1810020O05Rik"	0	0	0.0195639	0.224223	0	0.0151994	0	0
"1810024B03Rik"	0.088478	0.141945	0.222146	0.600031	0	0.359638	0.561494	0.101924
"1810030O07Rik"	5.70972	6.20061	3.09953	2.16268	7.33366	7.14188	12.8042	17.4726
"1810037I17Rik"	18.7821	24.8619	16.0631	5.95923	23.0712	18.9879	69.177	64.8586
"1810046K07Rik"	0.0881602	0.0716718	0	0	0	0	0.0464622	0.048316
"1810049J17Rik"	21.0657	19.7803	22.9132	2.76457	21.3115	21.3243	22.766	26.7602
"1810055G02Rik"	1.690127	1.21887000452435	3.439709	1.190256	1.472804	1.295584	7.493894	8.916232
"1810062G17Rik"	0.195159	0.208298	0.522626	0.1103	0.453674	0.353241	1.21062	1.92787
"1810065E05Rik"	0	0	0.0640549	0.10815	0	0	0.0698419	0.0700048
"2010003K11Rik"	0.048573	0	0.0975644	0.164706	0	0	0.0533403	0.0532563
"2010106E10Rik"	0	0	0	0.0756173	0	0	0	0
"2010109A12Rik"	0.125045	0.132645	0	0.212028	0.192342	0.675763	0.135337	0.413307
"2010300C02Rik"	0.285024	0.2430496	0.5456944	0.3446453	0.076698	0.23914	0.35971	0.2181174
"2010315B03Rik"	4.982452	6.377598	1.3001302	1.517635	5.486857	5.334398	13.402462	14.2213
"2200002D01Rik"	0.750445	0.321236	2.81427	0.826954	0.698543	0.518326	3.77769	3.67447
"2200002J24Rik"	0	0	0.017327	0	0	0	0.870661	0.0855335
"2210010C04Rik"	0.346096	0.662284	0.446874	1.06871	0.246883	0.834961	0.409079	0.46006
"2210016F16Rik"	11.7261	13.6911	4.87583	3.91623	12.9527	12.8272	13.1244	16.9771
"2210016L21Rik"	3.97035	3.6118	1.35493	0.521576	3.2529	2.78104	3.20618	3.98257
"2210017I01Rik"	0.272817	0.612155	0.547426	2.73262	0.0884152	0.646921	0.506654	0.306157
"2210407C18Rik"	4.33847	8.09594	5.02744	3.0229	4.659057	7.071289	1.872996	3.37969
"2210408I21Rik"	2.54678	1.71641078	0.839917	0.978069	2.369665	1.886803	5.27926	5.01586
"2210418O10Rik"	2.0172008	2.5120691	1.5375503	1.7240749	2.8849283	3.95252	6.513044	6.730221
"2300002M23Rik"	0	0	0	0.110123	0	0	0	0
"2300003K06Rik"	0	0	0	0.225215	0	0.0481673	0	0
"2300009A05Rik"	10.5376	11.5928	5.0849	2.11998	9.26754	7.93893	5.74412	6.42496
"2310002L09Rik"	26.73251	35.39304	24.9596	17.38281	38.11035	30.97783	8.01244	7.89855
"2310003L06Rik"	0	0.0726583	0	0.172584	0	0	0	0
"2310009B15Rik"	4.48496	4.51787	2.40029	1.37374	6.6464	4.51038	5.84517	10.2498
"2310011J03Rik"	7.07067	8.34552	5.51556	1.64477	7.22196	7.16149	11.1206	16.0652
"2310022A10Rik"	3.225018	4.304279	2.3000674968	0.6729150631643	4.449558	3.758322	2.74012	3.15842112
"2310022B05Rik"	8.77144	8.73964	5.44474	1.76959	7.47244	6.45505	5.25138	6.25554
"2310030G06Rik"	1.73943	1.43101	3.5834	1.39892	1.51262	2.42581	2.05865	2.49331
"2310033P09Rik"	2.9143	3.69309	2.18405	0.663668	3.77474	4.02192	4.30285	5.29782
"2310034C09Rik"	0	0	0	0.210819	0	0	0	0
"2310034G01Rik"	0.40348	0.820232	0.486252	0.273624	0.483082	0.482955	0.488156	0.486358
"2310039H08Rik"	14.3476	13.1299	6.18669	2.67996	10.8907	12.2208	15.3931	14.2489
"2310046K23Rik"	0	0.100355	0.0946971	0.3997	0	0	0	0
"2310050C09Rik"	0	0	0	0.22577	0	0	0	0
"2310057J18Rik"	0	0	0	0.192365	0	0	0.0488159	0.0438749
"2310057M21Rik"	2.200935	0.64829	9.187016	2.16471	0.4623729	1.623777	2.226304	1.811496
"2310057N15Rik"	0	0.0601638	0.0572067	0	0	0.123984	0	0
"2310061I04Rik"	34.217294	35.505789	8.736786579	3.767666	25.205271	29.305333	4.281513	5.612723
"2310061N02Rik"	0	0	0.0773178	0.261069	0	0	0	0
"2310079G19Rik"	0	0	0.0680334	0.114868	0	0	0	0
"2410002F23Rik"	3.5323108	2.97561625504	8.962893	3.8063804	5.1248849	5.854004	13.982043	16.754496
"2410004B18Rik"	9.633724	10.3582	4.079371	2.41752	8.772424	8.445473	13.235567	18.07085
"2410004P03Rik"	0.350076	0.482106	1.19697	3.371305	0.300747	1.22441	0.936783	1.15415
"2410131K14Rik"	2.74773	3.61907	1.41821	0.677111	3.16589	3.46092	2.18402	2.51645
"2410137M14Rik"	0.969868	0.517368	0.139139	0.0587313	0.75901	0.300838	0	0
"2410141K09Rik"	0.6018734	0.3661318	0.2936044	5.208798	0.040606	0.1330480300175	0.0756084	0.753358
"2510002D24Rik"	9.36335	8.90264	1.81492	2.773365	7.02738	12.05872	3.837879	5.32553
"2510009E07Rik"	3.00051	3.144759	2.807261	1.690235	3.220444	3.791969	10.14603	10.12505
"2510039O18Rik"	14.2801	14.0847	7.77343	2.18169	12.5326	12.0741	14.7389	19.8202
"2610001J05Rik"	11.2710005	13.7547470023564	8.235185	5.096362	12.704606	10.632649	36.19455	35.78075
"2610002M06Rik"	1.21342	1.55361	0.668898	0.735623	1.98587	1.6665	3.28485	4.29928
"2610008E11Rik"	4.141467	6.725532	3.139157	3.185724	6.99214	9.86254	9.43072	12.35312
"2610021A01Rik"	1.473795	2.149581	1.41928	1.04193	2.5719	2.774926	6.89911	5.59188
"2610028H24Rik"	0.219578	0.108888	0.133227	0.154114	0.0771133	0.240162	0	0
"2610042L04Rik"	0.0419806	0	0.185581	0.184868	0.0417011	0	0	0.112671
"2610044O15Rik8"	10.60417	16.07046	5.421908	6.960773	18.45331	17.88638	23.16992	25.44246
"2610301B20Rik"	2.178659	1.65559	1.02767	0.838468	3.03554	2.7018	5.721399	6.82514
"2610318N02Rik"	0	0	0.128649	0.241584	0	0	0.398422	0.5626
"2610507B11Rik"	49.0683	52.7313	22.5224	9.83318	42.2531	49.0066	27.2818	31.9754
"2610528A11Rik"	0	0	0	0.278548	0	0	0.0896317	0
"2610528J11Rik"	0	0	0.085056	0.207662	0	0.0918373	0.0923708	0
"2700049A03Rik"	1.18733	1.33343	0.776256	0.773833	1.321244	2.128179	3.233976	3.86622
"2700062C07Rik"	2.90149	1.72348	0.866898	1.11119	3.5267	1.42196	4.2088	6.3376
"2700081O15Rik"	1.895796	2.127214	1.46392	0.481552	2.75533	1.99876	3.214276	3.06326
"2700097O09Rik"	4.4679	4.58378	1.22228	0.744666	4.54521	4.31621	5.09217	4.56344
"2810004N23Rik"	19.2563	22.5107	7.86288	3.45263	21.4297	21.7374	13.5121	14.7072
"2810006K23Rik"	6.2090679	6.910098	1.845122	1.971007	5.791949	6.5391268	6.3831986	8.553391
"2810021J22Rik"	1.007384	0.921466	0.19932	0.87903	0.766913	1.47462	0.746114	2.445268
"2810408A11Rik"	0.3404	0.2076773	0.4359452	0.0382297	0.194794	0.0122459	0.208771	0.301928
"2810459M11Rik"	0	0	0.0465825	0.157273	0	0.0337174	0.0341757	0.0169161
"2900026A02Rik"	2.2513892	2.0077189	2.445702	0.936164	1.820269	2.2272179	3.862029	2.988836
"2900092C05Rik"	0	0	0	0.113924	0	0	0.0735226	0
"3110001I22Rik"	0	0	0.603147	0	0	0.947239	1.69082e-08	0
"3110009E18Rik"	1.792505	0.905815	0.5618	1.124959	1.9011034	1.497533	2.488528	4.013776
"3110021N24Rik"	0.213763	0.284414	0.447994	0.51391	0.244821	0.438	0.271248	0.601084
"3110040M04Rik"	0	0	0	0	0	0	0	0
"3110040N11Rik"	4.02518	3.91796	1.59525	1.08614	4.29273	4.11572	12.9078	14.2556
"3110082I17Rik"	1.5919718	2.3465724	4.1802	1.352027	2.287749	2.009697	10.088637	12.198567
"3110082J24Rik"	0	0	0	0.136308	0	0.0872042	0.35101	0.2685185
"3300002I08Rik"	0	0.37731	0.0001083	0.64542	0	0	1.0208	0.359243
"3425401B19Rik"	11.1591	11.313	3.51426	1.96177	12.6069	13.1705	1.54039	1.40314
"3830403N18Rik"	0.964074	0.886337	0.484556	0.446405	1.88799	0.568606	2.91984	4.29259
"3830406C13Rik"	4.20344204	7.86443200569874	1.804177	2.2094803	6.984101	7.103128	17.610359	19.192440354
"3830417A13Rik"	0.248996	0	0.0330273	0.0836324	0	0	0	0
"4430402I18Rik"	11.771215	8.414773	4.462008	1.8177829	7.811263	10.78559	1.166385	1.481831755434
"4632433K11Rik"	0.994843	1.16572	0.472312	1.56411	0.215545	1.32414	0.867559	1.18689
"4833420G17Rik"	3.259763	4.606508	3.598926	1.100771	5.2041807	4.562988	7.507522	7.94812
"4833427G06Rik"	0	0	0	0.254808	0	0	0.197604	0.395757
"4833439L19Rik"	24.97485	24.15163	15.86785	5.106501	22.084533	25.698106	11.84653	14.613187
"4921504E06Rik"	0	0.0284035	0	0.0887462	0	0	0	0
"4921507P07Rik"	0.35352	0.331566	0.266266	0.580591	0.331036	0.457482	0.0975484	0.0725499
"4921509C19Rik"	0.0194246	0.0774312	0.130045	0.499182	0.0388087	0.105991	0.0214572	0.119113
"4921511C20Rik"	0	0.0362542	0	0.0574091	0	0	0	0
"4921517D22Rik"	0	0.0175914	0.0164719	0.208548	0	0	0.0181238	0.0179464
"4921524J17Rik"	5.53767	7.94682	4.21523	2.73944	9.51533	6.99175	11.7393	14.7807
"4921524L21Rik"	0	0	0.0840835	0.141947	0	0	0	0
"4921536K21Rik"	0.0806806	0.524189	0.243416	0.480936	0.181339	0.520902	0.295606	0.200518
"4921539E11Rik"	0	0.1247193	0	0.1344201	0	0.035012	0.02463	0
"4930402F06Rik"	0	0	0.0405544	0.205387	0	0.131823	0	0.0885017
"4930402H24Rik"	14.714375	13.847371	8.139177	4.326892	10.497615	20.526273	10.233678	12.589185
"4930402K13Rik"	0	0	0	0.153673	0	0	0	0
"4930404H24Rik"	0	0.291111	0	0.951726	0	0	0.293172	0.308313
"4930404N11Rik"	0.281731	0.114117	0.148303	0.0758511	0.181337	0.219511	0.125853	0.698895
"4930407I10Rik"	0	0.0116569	0.0109089	0.101284	0	0.0118486	0	0
"4930412O13Rik"	0.1698723	0	0.122735	0.5309042	0	0	0	0
"4930415L06Rik"	0	0	0	0.0169094	0	0	0	0
"4930415O20Rik"	1.22242	0.518833	0.368205	0.518186	0.485415	1.45368	0.132374	0.673284
"4930430F08Rik"	1.5237301	4.174717	0.92274	1.4960915	3.91906	2.501314	6.53696	7.29189
"4930432K21Rik"	0.4414915	0.4642935	0.2217265	0.7508726	0.1840082	0.711111	0.7050035	0.354522
"4930432M17Rik"	0	0.141153	0	0.338759	0	0	0	0
"4930433I11Rik"	0	0.0696116	0	0.207545	0	0	0	0
"4930438A08Rik"	0	0.0814799	0.0763637	0.193368	0	0	0.0559173	0
"4930444G20Rik"	0	0	0.0674151	0.16494	0	0	0.0334609	0.0339574
"4930444P10Rik"	0.2674916	0.601657	0.334974	1.328601	0.1306817	0.610297	0.909966	1.374293
"4930447A16Rik"	0.114008	0.121071	0.228938	0.19331	0	0.986657	0.12365	0.25104
"4930447C04Rik"	0.0811974	0.231977	0.2443629	0.746753	0.1209399	0.4932051	0.4766457	0.3941679
"4930447F04Rik"	0	0.0956232	0	0.152273	0	0	0	0
"4930449I24Rik"	0	0	0	0.109538	0	0	0	0
"4930451I11Rik"	0	0	0	0.128234	0	0.163078	0	0
"4930452B06Rik"	0.777724	0.959715	0.156205	0	1.02944	1.16236	0.448542	0.659589
"4930453N24Rik"	4.62474	4.81491	3.69649	2.71673	4.79393	5.77445	7.1861	8.15616
"4930455H04Rik"	0	0.056333	0.18134	0.203346	0	0.16888	0	0
"4930467E23Rik"	0	0.168495	0.205304	0.800162	0	0	0.22742	0
"4930469K13Rik"	0	1.38398	0.492934	0	0	1.06751	3.029812	0.55228
"4930470P17Rik"	0	0.0424063	0.0398012	0.369549	0	0.0431276	0	0
"4930474N05Rik"	0.127006	0.317703	0.0816298	1.044	0.0776804	0.245463	0.171979	0.277798
"4930480E11Rik"	0	0.0395144	0	0.0625913	0	0	0	0
"4930486L24Rik"	0.298085	0.774036	0.453977	0.458446	0	0	0	0
"4930502E18Rik"	0	0.0413423	0.193993	0.163746	0	0	0.29754	0.551843
"4930503B20Rik"	0.120668282	0.164743	0.1817716	0.342538	0.0601272	0.19982	0.6610800961007	0.76202
"4930503E14Rik"	0.181951	0.1573599	0.0436037	0.5317058	0	0	0	0
"4930503L19Rik"	0.5152583	0.693942	0.554764	0.681253	1.202524	1.179564	7.362428	7.66425
"4930505A04Rik"	0.065662	0.210236	0.300548	0	0.0654151	0.427837	0.359358	0.216222
"4930512M02Rik"	0.468446	0	0.381127	1.14282	0.293153	0.637682	0	0.215793
"4930513O06Rik"	0	0	0	0.192796	0	0	0	0
"4930516K23Rik"	0.241356	0.265845	0.329207	0.658112	0.241899	0.495089	0.337501	0.365118
"4930519G04Rik"	0	0.0939661	0.105382	0.280327	0.0265559	0.103499	0.212524	0.0298665
"4930522H14Rik"	0	0	0	0.240354	0	0	0	0
"4930522L14Rik"	0.746661	1.376173	0.912611	0.503027	2.31818	0.79832	5.38319	8.41976
"4930523C07Rik"	4.62948	5.88799	7.32449	4.0231	7.79311	7.81601	6.96737	7.01726
"4930524B15Rik"	0	0	0.0267387	0.157985	0	0	0	0
"4930539E08Rik"	0.482746	0.192236	0.331804	0.810132	0.179743	0.658613	0.466468	0.792457
"4930544D05Rik"	0.0820079	0	0.210842	0	0	0	0	0.115518
"4930544G11Rik"	0	0	0	0.133198	0	0	0	0.0430437
"4930548H24Rik"	0	0	0	0	0	0	0	0
"4930550C14Rik"	0.1515436	0.1112605	0.0548635	0.285162	0.2718593	0	0.734732	0.911136
"4930550L24Rik"	0	0	0.034824	0.0587882	0	0	0	0.0379845
"4930555G01Rik"	0	0.124803	0.0349418	0.332897	0.0342457	0	0.0732953	0.0266935
"4930556J24Rik"	0.0465883	0.202809	0.0947072	0.312994	0.0470491	0.0517079	0.362534	0.461926
"4930558C23Rik"	0	0	0	0.289701	0	0	0	0
"4930558K02Rik"	0	0.12684	0.0596433	0.302069	0.11837	0	0	0
"4930562C15Rik"	0.0379326	0	0.0141718	0.132089	0	0.0490822	0.0669894	0
"4930563M21Rik"	0.0772336	0.0909422	0	0.31184	0.0768819	0.33518	0.337405	0.2544919
"4930564D02Rik"	0	0	0	0.286706	0	0	0	0.185823
"4930568D16Rik"	0	0	0	0.155473	0	0	0	0
"4930572O03Rik"	0	0	0.199943	0.0951154	0	0	0.0532359	0
"4930578G10Rik"	1.707	0.94693	1.905258	1.172637	1.065974	3.232134	1.35469	1.24071
"4930578I06Rik"	0	0	0	0	0	0	0	0
"4930579F01Rik"	0	0.0364547	0	0.2814862	0	0	0.0374965	0
"4930579G24Rik"	0.587966	0.987653	0.400667	0.339278	0.889053	0.393944	3.58397	4.50573
"4930583I09Rik"	0	0.055101	0	0.131814	0	0	0	0
"4930590J08Rik"	0.0185538	0	0.0456619	0.8326991	0.0151449	0.0202248	0	0.0165815
"4930595D18Rik"	0.0741981	0.0791222	0.521588	0.37743	0	0.644169	0.405414	0.488884
"4930595M18Rik"	0.0197323	0	0	0.0836295	0	0	0.0217892	0
"4930596D02Rik"	0	0	0.0491225	0.33171	0	0	0	0
"4931400O07Rik"	0	0	0	0.08483	0	0	0	0
"4931406B18Rik"	0.3305161	0.2196695	0.300787	1.0787945	0.0861679	0.6652942	0.4280449	0.3711378
"4931406C07Rik"	0.778103	1.078696969	0.47803773	0.813946	1.554997730317	0.745442	3.616642	3.855497114058
"4931406P16Rik"	8.906898	7.6505	8.240896	2.813082	7.38366	10.14516	12.530957	14.487668
"4931408C20Rik"	0	0.0126557	0	0.229944	0	0	0	0
"4931414P19Rik"	2.061266	1.77967	0.517628	0.368137	1.7006	2.775318	2.39647	2.278011
"4931417E11Rik"	0	0.0558911	0	0.22168	0	0	0	0
"4931422A03Rik"	0	0	0	0.370939	0	0	0	0
"4931428F04Rik"	0.7704911	0.808687	0.2401474	0.664406	0.4260287847	0.7302999	1.031368	0.72974425
