"Gene.name"	"SRR6068402"	"SRR6068403"	"SRR6068404"	"SRR6068405"	"SRR6068406"	"SRR6068407"	"SRR6068408"	"SRR6068409"
"0610009B22Rik"	222.00008	251.99955	63.99998	46	277	251	328	381.00019
"0610010F05Rik"	221.85748	229.39459	196.11997	163.95118	304.64989	241.0494	772.0027	882.712
"0610010K14Rik"	137.71937685	136.75952	62.031290343087	25.78322	149.36579	101.58468	249.63178	272.20525
"0610012G03Rik"	1124.85	1033.14	307.727	123.328	909.602	828.352	421.028	521.985
"0610030E20Rik"	120.0906	125.2014	82.2096	106.8362	146.7546	198.16	203.06	222.466
"0610040J01Rik"	42.99996	61.01257	25.00003	21.48484	48	45.99996	43.6567	42.99998
"1110002E22Rik"	1854.68	1490.43	4227.75	2669.38	1305.95	1380.53	1149.15	1185.94
"1110004F10Rik"	505.99961	556.44069	562.7214	274.74188	570.14058	492.843302	1077.20867	1340.16879
"1110008P14Rik"	296.2161	240.94105	169.7038	99.8313	188.27804	223.5783	172.9393	246.0237
"1110012L19Rik"	144.918	156	52	42	169	123	346	373
"1110017D15Rik"	0	0	4	4.97715	0	1.83838	2.09311	8
"1110025L11Rik"	0	1	0	6	0	0	0	0
"1110032A03Rik"	93.0911	81.80885	55.42443	58.18478	138.3888	104.2542	155.0438	179.7776
"1110032F04Rik"	1	5	7	7	8	2	27	12
"1110038F14Rik"	94.20879	99.55614	66.97799	20.49763	93.48853	67.26137	118.58403	167.22325
"1110051M20Rik"	155.6834	164.2476	75.08974	41.66569	125.0511	186.224	134.7097	174.2625
"1110057P08Rik"	0	0	0	1	0	0	0	0
"1110059E24Rik"	133.412	100.7119	68.51965	77.26651	166.836	112.67694	625.06569	663.11399
"1110059G10Rik"	104.3553	117.1711	97.4687	49.9545	161.7003	117.3653	309.017	320.803
"1110065P20Rik"	119.60128	126.75714	76.2761	18.67845	109.45246	105.41332	178.80765	251.20378
"1190005I06Rik"	29.70544	29	4	8	23	23.8138	9.64434	0
"1190007I07Rik"	186.00041	157.69842	37.84303	23.41869	184.97223	154.44621	80.40457	80.32648
"1300017J02Rik"	4	3.38207	15.40883	9.00661	3	4	0	2
"1500009C09Rik"	0	1	0	11	1	3	5	3
"1500009L16Rik"	30.99998	36.00002	51.00003	30.00004	29	37.00001	64.83196	54.00005
"1500011B03Rik"	19.88972	16.6235	22.409921482	10	17.647619	15	58.163	71.70935
"1520401A03Rik"	0	2	2.20843	7.41308	0	0	0.41179	0
"1600002K03Rik"	51	36	14	17	44	33	157	190
"1600012H06Rik"	181.8171	185.07627	152.1828	132.3412	306.4546	215.6337	745.2152	960.159
"1600014C10Rik"	741.00076	795.00037	324.000268585	216.00002	670.0001	625.99955	538	716.99993
"1600014C23Rik"	0	3	1.5	2	0.5	1	1.5	1.5
"1700001C02Rik"	0	1	2	2	0	0	0	0
"1700001C19Rik"	4.00234	6.0000036	7.10734	7.94086	8.50368	4.46838	8.00034	10.37526
"1700001F09Rik"	0	0	0	2.5481	0	0	0	0
"1700001J03Rik"	3	0	0	1.84836	1	2	1.32349	2.45595
"1700001K19Rik"	13.000003	7	14.999971	13.99995	11	18	7	8
"1700001L19Rik"	0	0	0	5	0	3	0	0
"1700001O22Rik"	0	0	2	3.38052	1	1.63209	3.48178	0
"1700001P01Rik"	0	0	1	4	0	1	3	4
"1700003E16Rik"	12	19.00001	0	13.00001	8	14	1	8
"1700003F12Rik"	1	0	0	2	1	0	3	4.65638
"1700003H04Rik"	0	0	0	8.92981	0	0	0	0
"1700006A11Rik"	0	3	2	7.47935	0	0	0	0
"1700007K13Rik"	0	0	1	3	0	1	0	1
"1700008O03Rik"	0	3.03904	0	2	0	0	0	1
"1700008P02Rik"	0	1	0	2	0	0	0	0
"1700009N14Rik"	0	1	0	4	0	0	5	2
"1700010B08Rik"	4	4	6	8	4	5	2	1
"1700010I14Rik"	1.00725	1.00466	4	7.23519	1	2.000003	8.0000000154324	23
"1700011L22Rik"	0	1	4	4	0	0	1	1
"1700011M02Rik"	0	0	0	2.5	0	0	0	0
"1700012A03Rik"	0	1	0	5	0	0	0	0
"1700012B07Rik"	0	0	0	12	0	0	1	1
"1700012B09Rik"	0	1	2	0	0	0	5	0
"1700012P22Rik"	0	0	0	0	1	0	0	0
"1700013F07Rik"	0	1	0	2.25873	0	0	2	0
"1700013G24Rik"	0	0	0	7	0	0	0	0
"1700013H16Rik"	0	0	0	1	0	0	0	0
"1700014D04Rik"	0	3	2	11	1	1.999996	1	1
"1700015F17Rik"	0	0	0	5	0	0	0	0
"1700015G11Rik"	1	0	2	2	2	0	0	0
"1700016C15Rik"	0	1	1	6	0	1	1	3
"1700016D06Rik"	7.02303	13.0404	25.2231	59.1998	3.95153	19.5896	19.7976	24.7314
"1700016H13Rik"	0	0.000355506	1	1.540533728	0	0	0	0
"1700016K19Rik"	0	1	0	6	0	0	0	0
"1700017B05Rik"	143.99989	106	253.82253	94.84842	164.32147	173.00003	532.0769	711.6992
"1700017N19Rik"	0	2	0.27213	7.14814	0	0	0	0
"1700018B08Rik"	1	0	2	4	0	1	1	0
"1700018F24Rik"	0	0	1	3.99378	0	1	0.0192249	0
"1700018G05Rik"	0	0	0	1	0	0	0	0
"1700019A02Rik"	0	1	0	1	2	5	1	0
"1700019D03Rik"	42.999957	62.00002	22	27.59737	84.000035	51.99998	35.4833	33.65956
"1700019N19Rik"	0	0	2	4	0	0	0	0
"1700020A23Rik"	0	1	3	4	0	3.03251	1	0
"1700020D05Rik"	9	6	3	4	1	8	5	2
"1700020L24Rik"	4.32571	2.44457	4.212984	2.388	4	5.87248	8.84137	12.5095
"1700020N01Rik"	0	2	0	5	0	0	0	1
"1700020N15Rik"	0	0	0	0	0	0	0	0
"1700021F05Rik"	614.908	656.584	211.296	197.752	611.082	555.017	296.203	325.356
"1700021F07Rik"	0	0	1	1	0	0	0	0
"1700022I11Rik"	5	1	6.00000343	15.4934	3.10162	3.34172	7	6.07215
"1700024B05Rik"	0	8.16623	5.851268	44.2026000170372	0	1.0000004	0	0
"1700024G13Rik"	0	0	0	7	0	0	0	0
"1700024P04Rik"	0	0	0	1	0	1	0	0
"1700025B11Rik"	0	0	0	3.10198	0	0	0	0
"1700025C18Rik"	0	0	2	7	1	1	3	1
"1700025G04Rik"	565.582	520.51	585.199	253.931	560.798	566.931	575.776	647.033
"1700028J19Rik"	7	4.999998	0	5.68334	4	5	13.00001	6.68886
"1700028P14Rik"	0	0	0	3	0	0	0	0
"1700029F12Rik"	9	0	0	30.9159	0	0	0	0
"1700029H14Rik"	0	0	2.99514	9.78814	0	0	0	0
"1700029I15Rik"	3	0	2	0	1	0	0	2.39997
"1700029J07Rik"	18.33404	17.00013	11.15926	13.20054	27.00004	42.2233	19.23844	20.3185
"1700029P11Rik"	1	0	1	0	0	0	1	0
"1700030J22Rik"	6	5	2	13	3.999998	7	5	20.99998
"1700030K09Rik"	93.773	85.41	48.3123	25.786	104.611	92.2788	105.46	115.953
"1700031F05Rik"	0	3	0	11.6889	0	0	0	0
"1700034E13Rik"	0	0	0	0	0	1	0	0
"1700034I23Rik"	23	16.1864	21.9172	26	25.4124	45.0684	21	18.43062
"1700034J05Rik"	16	20	48	50.99997	15.00003	50.38924	55	74.99998
"1700037C18Rik"	24.10606	35.06363	30.7982	19.7091	21.01058	43.1655	44.45008	45.61463
"1700037H04Rik"	41.2612617	70.21864	27.17049	27.93481	55.56852	41.32847	115.81078	169.70779
"1700040F15Rik"	0	0	0	0	0	0	0	0
"1700042G07Rik"	0	0	0	0	0	0	0	0
"1700049E17Rik1"	0	7.63433	0	0.378237	0	0	0	0
"1700049E17Rik2"	0	0	0	4.69518	0	0	0	0
"1700056E22Rik"	0.3425	1.65295	0	0.6861	6	9	0	2
"1700057G04Rik"	0	1	0	0	0	0	0	0
"1700064H15Rik"	9	3	20	11	10	9	157	195
"1700066B19Rik"	12	5.59364	10.7499	30.5415	6.44498	25.794	12.7253	17.8823
"1700066M21Rik"	46.5232	70.4078	27.9665	36	99.5016	47.1124	301.821	353.036
"1700067P10Rik"	0	0	1	3	0	0	0	0
"1700069L16Rik"	0	0	0	3	0	0	0	0
"1700074P13Rik"	0	1	1	12	0	0	0	0
"1700080O16Rik"	0	1	0	6	0	0	0	0
"1700084M14Rik"	0	0	0	3.75058	0	0	0	0
"1700086D15Rik"	9	5	15	10	2	7	2	1
"1700088E04Rik"	5.4404	7.6102	0.405914	7.44117	15.32261	15.02662	4.69519	6
"1700092M07Rik"	0	0	0	2.75116	0	0	1.69557	0.321371
"1700093K21Rik"	0	2	2	21	0	1	4	2
"1700094D03Rik"	41.902	33.4227	47.7223	44.093	35.611	93.6841	69.2412	75.8183
"1700102P08Rik"	11	6	8	6	7	17	8	11
"1700109H08Rik"	0	0	25.3523	9.58999	7	14.6416	2.86915	12.2115
"1700113H08Rik"	2	3	1	3	2	3	0	0
"1700122O11Rik"	0	0	0	3	0	0	0	0
"1700123K08Rik"	0	3.55194	0	3.60146	0	0	0	0
"1700123L14Rik"	1	3	2.03104	10.1104	0	0	1.01181	2
"1700123O20Rik"	150.58548	143.0968	158.8272	99.2123166726	184.689	130.72582	751.7508	806.27357
"1700125H20Rik"	0	0	2	6	0	1	0	0
"1700129C05Rik"	1	6	2	12	2	2	0	0
"1810009A15Rik"	140.161	134.957	88.8203	88.5958	168.848	132.209	828.441	918.678
"1810009J06Rik"	0	1	1	0	0	0	0	0
"1810010H24Rik"	12.00001	9	9	6	18.00004	14	7	4
"1810013L24Rik"	1318	1417.995	1237	572	1293	1599.002	1092	1291
"1810020O05Rik"	0	0	1.39768	18.9785	0	1	0	0
"1810024B03Rik"	2	3	5	16	0	7.47315	11.5483	2.10193
"1810030O07Rik"	295.757	299.561	159.874	132.16	380.258	339.398	600.585	827.056
"1810037I17Rik"	384	475.476	327	143.721	473	357	1288	1209.39
"1810046K07Rik"	2	1.52022	0	0	0	0	1	1
"1810049J17Rik"	131.158	116.537	142.095	20.2962	133.986	123.2	131.828	150.928
"1810055G02Rik"	42.00002	40.00000012797	124.0384	49.00293	53.5	43.9933	210.1484	253.7201
"1810062G17Rik"	3	3	8	2	7	5	17	27
"1810065E05Rik"	0	0	1	2	0	0	1	1
"2010003K11Rik"	1	0	2	4	0	0	1	1
"2010106E10Rik"	0	0	0	2	0	0	0	0
"2010109A12Rik"	1	1	0	2	1.54971	5	1	3
"2010300C02Rik"	26	17.00003	31	31	7	20	21.99999	15.00003
"2010315B03Rik"	112.04692	136.76202	52.241276	51.9092	173.132274	140.40956	333.1562	348.02006
"2200002D01Rik"	20.0212	8.00774	74.7619	26.0264	18.6755	12.7052	91.5827	89.4758
"2200002J24Rik"	0	0	0.0628394	0	0	0	3	0.280472
"2210010C04Rik"	14	25	18	51	10	31	15	17
"2210016F16Rik"	691.491	752.835	286.315	272.453	764.486	693.836	700.513	915
"2210016L21Rik"	198.218	168.19	67.3582	30.7199	162.57	127.386	144.965	181.683
"2210017I01Rik"	3.6991	7.78327	7.39117	43.7031	1.20404	8.08247	6.28584	3.78025
"2210407C18Rik"	64.99996	117	76.9802	55.889	70.00004	96.89627	25.99999	46.00001
"2210408I21Rik"	108.4078	81.8400802	44	58.1041	112.2901	108.3853	225.2697	230.5569
"2210418O10Rik"	143.54735	174.215511	109.10121	147.573647	214.57359	270.74	420.03468	428.12088
"2300002M23Rik"	0	0	0	3	0	0	0	0
"2300003K06Rik"	0	0	0	6	0	1	0	0
"2300009A05Rik"	94.1459	97.5007	45.2469	22.3411	83.3528	65.5556	47.2994	52.1449
"2310002L09Rik"	853.0003	1051	807.5135	620.0002	1244.002	877	233.0003	200.0004
"2310003L06Rik"	0	2	0	6	0	0	0	0
"2310009B15Rik"	37.3288	35.4308	19.8976	13.4864	55.7165	34.7192	44.9085	77.455
"2310011J03Rik"	215	237	167	59	220	200	307	446
"2310022A10Rik"	126.7965	148.03499	91.11121199	36.72911278199	171.42354	141.3923	128.626	144.931782
"2310022B05Rik"	563	523	348	134	480	380	305	367
"2310030G06Rik"	39	30	80	37	34	50	42	51
"2310033P09Rik"	67.0043	79.3839	50	18	87	85	90	111.131
"2310034C09Rik"	0	0	0	4	0	0	0	0
"2310034G01Rik"	10	19	12	8	12	11	11	11
"2310039H08Rik"	177	152	76	39	135	139	174	160
"2310046K23Rik"	0	1	1	5	0	0	0	0
"2310050C09Rik"	0	0	0	5	0	0	0	0
"2310057J18Rik"	0	0	0	5	0	0	1.16461	1.05121
"2310057M21Rik"	91.3455	66.03077	420.97839	181.9385	56.333801	103.19944	111.7772	121.70941
"2310057N15Rik"	0	1	1.01137	0	0	2.02566	0	0
"2310061I04Rik"	767.99993	725.15656	202.99967583	106.00004	563.99999	597.99948	78.99993	109.00002
"2310061N02Rik"	0	0	1	4	0	0	0	0
"2310079G19Rik"	0	0	1	2	0	0	0	0
"2410002F23Rik"	150.862314	115.659253493	367.70699	180.2661	202.58729	229.60904	565.65875	664.61736
"2410004B18Rik"	238.02143	233.1759	67.3875	65.8457	203.92991	184.47326	266.02422	319.9145
"2410004P03Rik"	23.397	30.0389	79.6612	248.82673	20.1152	75.0496	56.6466	70.5086
"2410131K14Rik"	307.468	377.316	158.029	89.3902	354.398	355.003	220.86	257.494
"2410137M14Rik"	14	7	2	1	11	4	0	0
"2410141K09Rik"	7.86001	8.212157	3.00631	80.9908	2.01283	6.044640203076	0.511417	5.02083
"2510002D24Rik"	122.4322	116.9402	35.7753	50.89281	102.4669	155.0961	65.95864	101.72645
"2510009E07Rik"	222.59646	253.81547	154.5049	113.63359	289.33146	285.51147	663.8917	658.01798
"2510039O18Rik"	749	689	406	135	658	581	700	950
"2610001J05Rik"	248.00001	289.999530027503	184.00041	128.99996	285.0001	221.0003	682.0004	721
"2610002M06Rik"	140.552	167.663	77.1536	100.527	230.111	176.943	343.833	455.388
"2610008E11Rik"	222.80287	343.0001	152.68525	152.0001	388.9999	401.9996	496.7539	570.8501
"2610021A01Rik"	77.77677	148.41997	110.782	96.3545	201.724	143.75642	406.7393	400.717
"2610028H24Rik"	6.63653	2.71022	4.0095	5.49492	2.33494	5.87789	0	0
"2610042L04Rik"	1.47922	0	1.66641	7.68456	1.47165	0	0	3.62572
"2610044O15Rik8"	261.7185	395.3898	181.03045	227.57934	514.35417	438.5053	608.4817	739.7712
"2610301B20Rik"	86.606	61.6792	40.8521	39.4887	121.347	99	206.0654	248.893
"2610318N02Rik"	0	0	2.60851	6.44192	0	0	7.38888	6.60058
"2610507B11Rik"	7284.09	7291.73	3329.36	1722.17	6274	6667.56	3658.44	4341.15
"2610528A11Rik"	0	0	0	4	0	0	1	0
"2610528J11Rik"	0	0	1	4	0	1	1	0
"2700049A03Rik"	135.618	135.9998	85.47982	100	146.6222	217.5266	324.36	403.824
"2700062C07Rik"	53.7052	29.8559	15.9769	24.2618	65.4787	24.2139	71.0144	106.952
"2700081O15Rik"	172.98086	157.3057	143.521	55.9337	271.396	180.404	271.30333	275.759
"2700097O09Rik"	86.3397	82.882	23.5184	16.975	88.0923	76.7209	89.663	80.4141
"2810004N23Rik"	856.617	934.266	348.3	181.195	954.444	887.374	544.631	597.736
"2810006K23Rik"	192.31121	199.78251	56.829	71.91605	179.64641	186.0036	179.47188	241.76607
"2810021J22Rik"	29.00001	39.40796	15	31.46129	57.9962	47.99252	51	110.18629
"2810408A11Rik"	5.718644	3	8.232989	1.17654	1	0.0577617	5.13414	7.29024
"2810459M11Rik"	0	0	3	12	0	2	2	1
"2900026A02Rik"	409.17118	308.35295	337.513	160.1052	315.3032	344.00432	591.1843	456.2077
"2900092C05Rik"	0	0	0	2	0	0	1	0
"3110001I22Rik"	0	0	17.7971	0	0	25.7819	4.54969e-07	0
"3110009E18Rik"	17.65688	7.60178	5	14.00001	13.4698	12.80196	17.54927	32.8584
"3110021N24Rik"	7.20982	8.95613	15.0458	20.4481	8.27079	13.5644	8.30085	18.5136
"3110040M04Rik"	0	0	0	0	0	0	0	0
"3110040N11Rik"	59.9074	54.6447	23.6422	19.0677	64.1365	56.4132	175.562	193.274
"3110082I17Rik"	42.00049	57.68668	116.8808	46.0339	63.0014	52.0398	245.4186	296.3753
"3110082J24Rik"	0	0	0	2	0	1	4	2.258661
"3300002I08Rik"	0	3.56691	0.00108433	7.65493	0	0	9.43761	3.28392
"3425401B19Rik"	1225.5	1157.59	384.318	254.178	1385.05	1325.89	152.884	140.907
"3830403N18Rik"	17	14.6312	8.50763	9.28541	33.3999	9.22627	46.9584	69
"3830406C13Rik"	169.3328542	256.756340093207	68.42057	93.61079	282.5503	231.53764	569.00102	603.09200604
"3830417A13Rik"	1	0	1	3	0	0	0	0
"4430402I18Rik"	179.0737	154.83217	76.31554	42.4438	130.31729	157.49485	15.32441	16.64399567365
"4632433K11Rik"	19.7112	21.6086	9.31794	36.557	4.28293	24.1298	15.6587	21.4457
"4833420G17Rik"	162.89314	175.6833	156.9443	61.104	185.64	227.5601	310.9297	384.9135
"4833427G06Rik"	0	0	0	5	0	0	3	6
"4833439L19Rik"	1045.8311	1021.8599	642.4791	256.64773	998.96844	966.25903	551.224	595.55323
"4921504E06Rik"	0	1	0	3.94924	0	0	0	0
"4921507P07Rik"	16	14	12	31	15	19	4	3
"4921509C19Rik"	1.00024	3.7188	6.66815	30.3248	2.00042	5.00723	1.00054	5.60484
"4921511C20Rik"	0	1	0	2	0	0	0	0
"4921517D22Rik"	0	1	1	15	0	0	1	1.00002
"4921524J17Rik"	161.391	216.334	122.326	94.1846	277.845	187.17	310.703	393.256
"4921524L21Rik"	0	0	2	4	0	0	0	0
"4921536K21Rik"	4	24.2408	12.0171	28.1297	9	23.6948	13.2733	9.08401
"4921539E11Rik"	0	4	0	6	0	1	1	0
"4930402F06Rik"	0	0	1	6	0	3	0	2
"4930402H24Rik"	1171.9968	1041.47134	487.59836	373.16693	993.15128	1405.2783	754.96361	849.56337
"4930402K13Rik"	0	0	0	6	0	0	0	0
"4930404H24Rik"	0	1	0	4	0	0	1	1
"4930404N11Rik"	6.76443	2.56118	3.54558	2.14839	4.36415	4.84402	2.74803	15.3119
"4930407I10Rik"	0	1	1	11	0	1	0	0
"4930412O13Rik"	2	0	2	6	0	0	0	0
"4930415L06Rik"	0	0	0	1	0	0	0	0
"4930415O20Rik"	10	4	3	5	4	11	1	5
"4930430F08Rik"	36.465593	77.54398	15.97129	20.80508	108.9644	62.26844	183.3692	164.4037
"4930432K21Rik"	16.000042	4	4.000002	15.99999	8	11	6	14
"4930432M17Rik"	0	1	0	5	0	0	0	0
"4930433I11Rik"	0	3	0	14	0	0	0	0
"4930438A08Rik"	0	3	3	9	0	0	2	0
"4930444G20Rik"	0	0	2.21079	6.40822	0	0	1	1.02121
"4930444P10Rik"	7.64075	12.72443	8.56245	40.53109	3.07171	13.52561	17.29938	24.6351
"4930447A16Rik"	1	1	2	2	0	8	1	2
"4930447C04Rik"	3	8	9	29.09743	4.48956	15.999999	16	13.31433
"4930447F04Rik"	0	1	0	2	0	0	0	0
"4930449I24Rik"	0	0	0	2.66284	0	0	0	0
"4930451I11Rik"	0	0	0	1	0	1	0	0
"4930452B06Rik"	40	46.0378	8	0	53	54.8473	20.8906	31
"4930453N24Rik"	505.538	490.396	402.371	350.361	524.243	578.627	709.922	815.265
"4930455H04Rik"	0	1.27072	4.35747	5.78887	0	3.74564	0	0
"4930467E23Rik"	0	7.5491	9.81905	45.3394	0	0	9.8939	0
"4930469K13Rik"	0	2.69462	1	0	0	2	6.83856	1
"4930470P17Rik"	0	1	1	11	0	1	0	0
"4930474N05Rik"	5.58	13.023	3.57122	54.1122	3.41703	9.89673	6.84661	11.1506
"4930480E11Rik"	0	1	0	2	0	0	0	0
"4930486L24Rik"	7.74616	18.796	11.7469	14.0538	0	0	0	0
"4930502E18Rik"	0	1	5	5	0	0	7	13.0366
"4930503B20Rik"	2.0215656	6.02504	4	10.44979	1	7.18762	10.00000341428	14.71514
"4930503E14Rik"	2	2.17322	1	8.19732	0	0	0	0
"4930503L19Rik"	13.87249	25.65011	17.64019	28.87278	49.33463	38.66517	271.20534	287.50485
"4930505A04Rik"	1	3	4.5579	0	1	6	5	3
"4930512M02Rik"	5.33046	0	4.31852	15.3399	3.35322	6.69369	0	2.23407
"4930513O06Rik"	0	0	0	3	0	0	0	0
"4930516K23Rik"	29.3873	30.1567	39.9156	94.5382	29.4637	55.2555	37.1322	40.6545
"4930519G04Rik"	0	3.45795	4.13785	13.0407	1.0486	3.74608	2	1.07578
"4930522H14Rik"	0	0	0	4	0	0	0	0
"4930522L14Rik"	13.76392	23.97394	14.55134	11.92116	50.6114	19.73321	115.2267	160.5112
"4930523C07Rik"	351.2226	283.31607	399.7357	203.30283	319.6967	374.136	443.58969	469.5936
"4930524B15Rik"	0	0	1	7	0	0	0	0
"4930539E08Rik"	26.3309	16.2069	29.8909	86.4659	16.2691	54.627	38.1523	65.5476
"4930544D05Rik"	1	0	1.99999	0	0	0	0	0.999992
"4930544G11Rik"	0	0	0	4	0	0	0	1
"4930548H24Rik"	0	0	0	0	0	0	0	0
"4930550C14Rik"	4	3	1	13	7	0	18	22.99997
"4930550L24Rik"	0	0	1	2	0	0	0	1
"4930555G01Rik"	0	4.52882	1.35286	15.2701	1.33341	0	2.58384	0.948055
"4930556J24Rik"	1.00944	4.10943	2.04326	8	1.02209	1.03008	7.14978	9.13
"4930558C23Rik"	0	0	0	4	0	0	0	0
"4930558K02Rik"	0	2	1	6	2	0	0	0
"4930562C15Rik"	2.83426	0	1.05443	11.6437	0	3.36296	4.5273	0
"4930563M21Rik"	1	3	0	13	1.999999	5	4	4
"4930564D02Rik"	0	0	0	4	0	0	0	2
"4930568D16Rik"	0	0	0	4	0	0	0	0
"4930572O03Rik"	0	0	4.1068	2.31452	0	0	1	0
"4930578G10Rik"	15.9116	9.69402	19.88578	13.63482	11	28.71175	11.6281	11.3421
"4930578I06Rik"	0	0	0	0	0	0	0	0
"4930579F01Rik"	0	1	0	10	0	0	1	0
"4930579G24Rik"	21.7236	34.0604	14.7407	14.7881	32.8962	13.3616	120.086	152.048
"4930583I09Rik"	0	0.5	0	1.5	0	0	0	0
"4930590J08Rik"	1	0	3	19.00001	1	1	0	1
"4930595D18Rik"	1	1	7	6	0	8	5	6
"4930595M18Rik"	1	0	0	5	0	0	1	0
"4930596D02Rik"	0	0	1	8	0	0	0	0
"4931400O07Rik"	0	0	0	1	0	0	0	0
"4931406B18Rik"	11.809567	10.70894	14.5897	74.86073	4.0964	18.46591	21.370512	15.78077
"4931406C07Rik"	39.5281	46.27634012	24.1300617	37.72824	75.43210148737	34.38412	152.03276	174.84868510761
"4931406P16Rik"	965.7014	826.5953	978.1989	365.1911	828.212	1027.998	1353.669	1506.09977
"4931408C20Rik"	0	1	0	23	0	0	0	0
"4931414P19Rik"	86.76197	85	18.999951	22.2401	75.00004	88.99999	66.51566	76.19245
"4931417E11Rik"	0	1	0	5	0	0	0	0
"4931422A03Rik"	0	0	0	7.84943	0	0	0	0
"4931428F04Rik"	31.18808	36.0286	16.02418	53.6464	22.079378425	44.16317	62.7158	43.8776163
"4931428L18Rik"	1	7.51838	1	13	0	0	0	0
"4931429L15Rik"	3.00613	3.01122	7.01816	26.1988	3	4.00891	7.01156	1.00347
"4932411N23Rik"	6	12	14	114	5	18	8	3
"4932414N04Rik"	13.63895	50.74518	27.95358	153.3253	13.21403	33.7357	16	26.21189
"4932415D10Rik"	0	17.000024	18	114	2	5	3.000003	8
"4932429P05Rik"	0	2	0	3	0	0	0	0
"4932438A13Rik"	2081.06170760511	2039.894186539	1767.80930017747	1566.384174762	2018.2685154811	2884.588	2388.56715268	2724.71403004153
"4932438H23Rik"	1	2	6	13.99999	6	10	15	8.000002
"4933400A11Rik"	7	1	1	9	9	14	12	16.0000017271
"4933402D24Rik"	4	5	5	8	4	2	8	5
"4933402E13Rik"	0	1	1	6	0	1	1	1
"4933402J07Rik"	0	0	1	4	0	0	0	2
"4933402N03Rik"	4	4.13286	2.00471	10.2106	1.02815	1.10701	0	1.05391
"4933402N22Rik"	0	1.61631	4.60691	4.501797449	0	0	3.33807	0
"4933403O08Rik"	0	1	0	1	0	0	0	0
"4933405L10Rik"	0	1	0	2	0	0	1	1
"4933405O20Rik"	0	0	1	4	0	0	0	0
"4933407L21Rik"	2.70703	3.40562	8.53477	6.74626	2.40891	15.1111	14.60147	16.2414
"4933409G03Rik"	0	0	1	6	0	1	2	0
"4933409K07Rik"	0	0	0	0	0	0	0	0.40912
"4933411K16Rik"	1	0	5	6	3	2	1	6
"4933412E24Rik"	0	0	0	4	0	0	0	0
"4933414I15Rik"	0	1	0	2.3556	0	0	0	0
"4933417A18Rik"	0	0	0	0	0	0	0	0
"4933421I07Rik"	0	0	0	2	0	0	1	0
"4933424G06Rik"	0	3	1	2.8254	0	2	7	1
"4933427D14Rik"	33.74558	50.38766	45.38565	4.79399	33.07046	22.4855	31.44308	168.4751
"4933428G20Rik"	3.36176	4.24235	15.3147	9.23034	3.27487	14.7041	8.24716	10.3168
"4933428M09Rik"	0	0	0	2	0	0	0	0
"4933430I17Rik"	1	2	2	10	2	2	6	9
"4933434E20Rik"	683.76303	665.0178	188.4611	178.0115	909.51381	686.9779	898.7616	1305.8682
"4933436I01Rik"	0	0	0	0	0	0	0	0
"5031410I06Rik"	0	0	0	26.1324	6.49296	0	0	1.86403
"5031439G07Rik"	623.83	602.747	277.158	106.3778	589.126	448.1211	859.689	1047.534
"5330417C22Rik"	1	0	2.07617	20.84192	2	2	3	3
"5430401F13Rik"	0	0	0	0	0	0	0	0
"5430402E10Rik"	0	0	0	1.90874	0	0.986819	0.98043	0
"5430403G16Rik"	34.3301	40.7589	22.6161	68.5864	57.6387	69.827	68.0094	97.2379
"5430427O19Rik"	15	29	49	68.9744	19	19	299	265.948
"5530400C23Rik"	0	1	1	1	0	2	0	0
"5530401A14Rik"	0	0	1	2	0	0	0	0
"5730409E04Rik"	196.637	200.182	74.5575	81.7855	275.5788	208.9957	246.1541	280.5116
"5730455P16Rik"	512.10371	744.88338	215.9379	134.6045	698.23843	675.1675	486.5446	633.0131
"5730480H06Rik"	15.4065	19.6974	7.53196	15.7618	20.4315	30.60807	49.6033	89.2922
"5730507C01Rik"	15.82952	41.2111	6.56154	100.731	18.73169	43.2796	81.8471	96.7671
"5730522E02Rik"	0	0	1	3.78079	0	0	0	0
"5830411N06Rik"	0	2	0	5.70201	0	0	0	0
"6030458C11Rik"	295.8535	301.8658	164.14177	115.3719	290.128	329.97511	291.1596	376.839
"6030468B19Rik"	2	4	3	6	0	4	3	16
"6030498E09Rik"	0	1	1	3	0	0	0	0
"6330403K07Rik"	0	0	1	3	0	0	0	0
"6330409D20Rik"	8.69255	4.19401	24.078	5.48238	5.36311	19.0924	14.4014	13.4529
"6430548M08Rik"	369.0002	294.972	367.985690920206	132.97626	206.78315	293.36678	349.00595	395.7404
"6430550D23Rik"	2	2.11841	1	11.4271	0	4.01835	2.29671	5.2594
"6430571L13Rik"	63.8741	67.545	25.3654	19.0078	64.8717	62.1692	12.104	35.4463
"6430628N08Rik"	0	1.0000001	0	3	0	1	0	0
"6720489N17Rik"	13	15.000034	7.999998	23.53002	36.425	27.51895	172.1668	184.5745
"6820408C15Rik"	30	57	13.7606	4.88478	49	49	0	0
"7420426K07Rik"	1	0	0	4	0	0	0	0
"7530416G11Rik"	5.04538	1.01045	3.03857	22.7214	6.00124	9.08763	6.07324	11.1713
"8030462N17Rik"	1048.8114	997.0702	672.7098	461.8596	1012.8808	1006.5352	617.43714	699.4484
"8030474K03Rik"	0	0	0	1.04456	0	0	0	0
"9030025P20Rik"	0	0	0	0	0	0	0	0
"9030624G23Rik"	7.84013	12.2127	11.9276	57.1481	16.5045	20.3691	29.608	43.9539
